PDFIndex,10DigitBBl,StreetNumber,StreetName,DOFGrossSquareFootage,EnergyStar1-100Score,EnergyEfficiencyGrade
533,1008390019,35,WEST 37 STREET,57698,88,A
534,1008390070,42,WEST 38 STREET,66577,87,A
535,1008400028,21,WEST 38 STREET,65240,91,A
536,1008400058,16,WEST 39 STREET,51273,100,A
537,1008400071,42,WEST 39 STREET,157748,86,A
538,1008410001,1040,AVENUE OF THE AMERICAS,216932,88,A
539,1008410008,51,WEST 39 STREET,114421,85,A
540,1008410031,1,WEST 39 STREET,123090,99,A
541,1008410054,8,WEST 40 STREET,115307,91,A
542,1008410080,54,WEST 40 STREET,40667,100,A
543,1008410081,60,WEST 40 STREET,99058,95,A
544,1008410089,1054,AVENUE OF THE AMERICAS,61304,97,A
545,1008430029,29,UNION SQUARE,46095,86,A
546,1008440019,33,UNION SQUARE,51150,99,A
547,1008440026,41,UNION SQUARE,74521,85,A
548,1008447501,5,EAST 16 STREET,52564,93,A
549,1008470029,37,EAST 18 STREET,67051,91,A
550,1008470040,230,PARK AVENUE SOUTH,350000,85,A
551,1008490063,912,BROADWAY,97500,96,A
552,1008490070,915,BROADWAY,215740,91,A
553,1008500004,153,5 AVENUE,37288,90,A
554,1008500075,159,5 AVENUE,57300,87,A
555,1008510001,171,5 AVENUE,183449,97,A
556,1008510028,33,EAST 22 STREET,32415,93,A
557,1008570076,243,5 AVENUE,258639,86,A
558,1008580003,255,5 AVENUE,30000,98,A
559,1008580022,79,MADISON AVENUE,224449,96,A
560,1008580049,38,EAST 29 STREET,62099,89,A
561,1008580058,89,MADISON AVENUE,146161,98,A
562,1008580078,259,5 AVENUE,444716,92,A
563,1008590001,267,5 AVENUE,55395,85,A
564,1008590064,105,MADISON AVENUE,232644,85,A
565,1008600027,33,EAST 30 STREET,41670,100,A
566,1008600049,36,EAST 31 STREET,150686,97,A
567,1008610027,31,EAST 31 STREET,91500,100,A
568,1008610047,44,EAST 32 STREET,83623,99,A
569,1008610052,34,EAST 32 STREET,35778,98,A
570,1008610066,14,EAST 32 STREET,71250,96,A
571,1008620026,31,EAST 32 STREET,53934,98,A
572,1008620028,35,EAST 32 STREET,28119,97,A
573,1008620066,12,EAST 33 STREET,26967,89,A
574,1008620067,10,EAST 33 STREET,29757,95,A
575,1008630013,15,EAST 33 STREET,349683,92,A
576,1008630027,169,MADISON AVENUE,113182,86,A
577,1008630029,33,EAST 33 STREET,126383,95,A
578,1008630060,183,MADISON AVENUE,233484,89,A
579,1008630067,178,MADISON AVENUE,235564,86,A
580,1008630075,8,EAST 34 STREET,48538,86,A
581,1008640041,16,PARK AVENUE,58841,95,A
582,1008650024,35,EAST 35 STREET,132955,87,A
583,1008650040,30,PARK AVENUE,236315,91,A
584,1008650042,28,EAST 36 STREET,128072,95,A
585,1008660013,15,EAST 36 STREET,43696,97,A
586,1008670001,411,5 AVENUE,116598,90,A
587,1008670015,232,MADISON AVENUE,115945,90,A
588,1008670020,237,MADISON AVENUE,71043,100,A
589,1008670062,14,EAST 38 STREET,68213,90,A
590,1008680008,5,EAST 38 STREET,82878,95,A
591,1008680016,260,MADISON AVENUE,531270,86,A
592,1008680025,261,MADISON AVENUE,383934,85,A
593,1008680036,70,PARK AVENUE,83000,88,A
594,1008690020,271,MADISON AVENUE,104431,93,A
595,1008690058,274,MADISON AVENUE,91212,85,A
596,1008690061,278,MADISON AVENUE,74186,86,A
597,1008710060,30,IRVING PLACE,102805,90,A
598,1008720050,140,EAST 17 STREET,29796,97,A
599,1008737502,105,EAST 17 STREET,124621,87,A
600,1008740004,233,PARK AVENUE SOUTH,142173,92,A
601,1008750008,105,EAST 19 STREET,26263,95,A
602,1008750019,81,IRVING PLACE,72501,94,A
603,1008750055,26,GRAMERCY PARK SOUTH,48234,86,A
604,1008750056,24,GRAMERCY PARK SOUTH,49015,91,A
605,1008760001,251,PARK AVENUE SOUTH,103384,99,A
606,1008770060,134,EAST 22 STREET,57538,99,A
607,1008770067,7,LEXINGTON AVENUE,84851,93,A
608,1008780028,145,EAST 22 STREET,32610,86,A
609,1008787501,130,EAST 23 STREET,285271,86,A
610,1008790027,143,EAST 23 STREET,101857,92,A
611,1008790070,124,EAST 24 STREET,40266,88,A
612,1008790081,315,PARK AVENUE SOUTH,356330,89,A
613,1008797502,316,3 AVENUE,285499,89,A
614,1008800006,105,EAST 24 STREET,26142,90,A
615,1008810029,137,EAST 25 STREET,71043,85,A
616,1008810041,344,3 AVENUE,151346,90,A
617,1008820008,111,EAST 26 STREET,25596,96,A
618,1008820028,95,LEXINGTON AVENUE,52092,96,A
619,1008820050,160,EAST 27 STREET,69300,88,A
620,1008827503,88,LEXINGTON AVENUE,168232,89,A
621,1008830047,382,3 AVENUE,30800,100,A
622,1008840001,407,PARK AVENUE SOUTH,114407,98,A
623,1008850066,151,LEXINGTON AVENUE,28240,91,A
624,1008867503,127,EAST 30 STREET,77154,99,A
625,1008870014,121,EAST 31 STREET,58321,89,A
626,1008870082,192,LEXINGTON AVENUE,123243,94,A
627,1008870095,471,PARK AVENUE SOUTH,449437,85,A
628,1008880020,200,LEXINGTON AVENUE,470000,85,A
629,1008880055,142,EAST 33 STREET,26280,92,A
630,1008900001,7,PARK AVENUE,200000,95,A
631,1008900054,152,EAST 35 STREET,28250,100,A
632,1008900057,150,EAST 35 STREET,35905,94,A
633,1008910027,261,LEXINGTON AVENUE,130272,87,A
634,1008910062,138,EAST 36 STREET,40966,97,A
635,1008930017,296,LEXINGTON AVENUE,75273,93,A
636,1008930020,302,LEXINGTON AVENUE,115914,92,A
637,1008930082,108,EAST 38 STREET,110949,100,A
638,1008940071,130,EAST 39 STREET,132716,100,A
639,1008950034,141,EAST 39 STREET,78415,88,A
640,1008950038,149,EAST 39 STREET,75001,93,A
641,1008957501,104,EAST 40 STREET,66567,92,A
642,1008960001,125,3 AVENUE,113754,85,A
643,1008970035,157,3 AVENUE,151832,88,A
644,1008990008,211,EAST 18 STREET,111396,93,A
645,1009017501,200,EAST 21ST STREET,127272,91,A
646,1009020051,210,EAST 22 STREET,49207,90,A
647,1009040043,214,EAST 24 STREET,57800,88,A
648,1009050035,242,EAST 25 STREET,48020,87,A
649,1009070016,225,EAST 26 STREET,54252,94,A
650,1009070056,200,EAST 27 STREET,233320,94,A
651,1009080006,203,EAST 27 STREET,25777,97,A
652,1009100014,229,EAST 29 STREET,55737,94,A
653,1009117501,242,EAST 31 STREET,42035,93,A
654,1009117502,250,EAST 31 STREET,61100,90,A
655,1009120036,577,2 AVENUE,30658,87,A
656,1009127502,200,EAST 32 STREET,239054,87,A
657,1009130014,233,EAST 32 STREET,38918,93,A
658,1009140036,222,EAST 34 STREET,541505,91,A
659,1009150023,237,EAST 34 STREET,118936,85,A
660,1009160001,525,3 AVENUE,76024,100,A
661,1009160023,245,EAST 35 STREET,82014,87,A
662,1009167501,649,2 AVENUE,25140,92,A
663,1009180035,699,2 AVENUE,30662,100,A
664,1009197501,210,EAST 39 STREET,69554,88,A
665,1009210019,333,EAST 14 STREET,197904,93,A
666,1009230011,313,EAST 17 STREET,70848,90,A
667,1009270001,362,2 AVENUE,185127,88,A
668,1009270038,320,EAST 22 STREET,67048,87,A
669,1009280009,321,EAST 22 STREET,81500,100,A
670,1009287502,310,EAST 23 STREET,125537,94,A
671,1009310017,325,EAST 25 STREET,63804,94,A
672,1009340024,479,1 AVENUE,127144,89,A
673,1009357501,350,EAST 30 STREET,125776,89,A
674,1009430001,686,2 AVENUE,80000,98,A
675,1009450023,685,FIRST AVENUE,796048,100,A
676,1009457501,300,EAST 40 STREET,684088,85,A
677,1009780001,342,1 AVENUE,3122165,91,A
678,1009930001,561,7 AVENUE,71741,90,A
679,1009930036,1071,AVENUE OF THE AMERICAS,174028,85,A
680,1009940045,130,WEST 42 STREET,217855,94,A
681,1009947502,1466,BROADWAY,301118,92,A
682,1009970017,133,WEST 44 STREET,85000,97,A
683,1009980015,135,WEST 45 STREET,304831,93,A
684,1009980024,115,WEST 45 STREET,53281,95,A
685,1009990003,1560,BROADWAY,224919,92,A
686,1009990054,150,WEST 47 STREET,66182,95,A
687,1010060013,141,WEST 53 STREET,753137,87,A
688,1010070005,151,WEST 54TH STREET,634793,95,A
689,1010070061,853,7 AVENUE,158617,100,A
690,1010090019,123,WEST 56 STREET,536719,100,A
691,1010100015,123,WEST 57 STREET,191261,100,A
692,1010100053,152,WEST 58 STREET,38928,96,A
693,1010110013,145,WEST 58 STREET,122813,98,A
694,1010120026,209,WEST 40 STREET,32237,86,A
695,1010140058,270,WEST 43 STREET,690000,94,A
696,1010180006,235,WEST 46 STREET,215879,100,A
697,1010190055,234,WEST 48 STREET,117102,91,A
698,1010200051,224,WEST 49 STREET,96000,86,A
699,1010210026,750,7 AVENUE,561139,85,A
700,1010250054,244,WEST 54 STREET,134441,92,A
701,1010260021,1708,BROADWAY,52150,100,A
702,1010277501,870,7 AVENUE,1050872,98,A
703,1010300029,200,CENTRAL PARK SOUTH,564196,92,A
704,1010307501,220,CENTRAL PARK SOUTH,643412,85,A
705,1010350009,343,WEST 44 STREET,37726,85,A
706,1010360014,325,WEST 45 STREET,127000,89,A
707,1010370029,303,WEST 46 STREET,75902,94,A
708,1010370034,763,8 AVENUE,243912,94,A
709,1010377501,739,8 AVENUE,26600,94,A
710,1010390017,319,WEST 48 STREET,186954,96,A
711,1010410047,330,WEST 51 STREET,25512,91,A
712,1010427501,851,8 AVENUE,264932,97,A
713,1010450012,321,WEST 54 STREET,84210,86,A
714,1010450050,330,WEST 55 STREET,38542,97,A
715,1010460013,339,WEST 55 STREET,58662,91,A
716,1010460043,318,WEST 56 STREET,54400,95,A
717,1010460047,330,WEST 56 STREET,229973,88,A
718,1010500049,440,WEST 41 STREET,64662,100,A
719,1010530044,414,WEST 44 STREET,33250,93,A
720,1010540056,444,WEST 45 STREET,65615,99,A
721,1010560052,440,WEST 47 STREET,37480,97,A
722,1010580016,425,WEST 48 STREET,35404,100,A
723,1010610013,443,WEST 51 STREET,31218,92,A
724,1010620017,427,WEST 52 STREET,35854,85,A
725,1010637503,800,10 AVENUE,156099,87,A
726,1010660012,440,WEST 57 STREET,441347,91,A
727,1010660037,408,WEST 57 STREET,104966,88,A
728,1010670008,457,WEST 57 STREET,114992,93,A
729,1010670012,435,WEST 57 STREET,207080,88,A
730,1010670018,425,WEST 57 STREET,39210,88,A
731,1010670028,405,WEST 57 STREET,43809,92,A
732,1010670052,448,WEST 58 STREET,32665,100,A
733,1010727501,505,WEST 43 STREET,179522,99,A
734,1010760015,525,WEST 47 STREET,52850,90,A
735,1010800030,755,10 AVENUE,69540,86,A
736,1010830010,539,WEST 54 STREET,30210,100,A
737,1011020011,760,JOE DIMAGGIO HIGHWAY,152375,87,A
738,1011020029,787,11 AVENUE,435255,99,A
739,1011030015,625,WEST 55 STREET,95176,89,A
740,1011130008,27,WEST 60 STREET,104310,91,A
741,1011140061,44,WEST 62 STREET,247113,87,A
742,1011147502,62,WEST 62 STREET,164080,91,A
743,1011170014,35,WEST 64 STREET,37778,85,A
744,1011170021,17,WEST 64 STREET,32881,96,A
745,1011170036,50,CENTRAL PARK WEST,122273,85,A
746,1011170047,34,WEST 65 STREET,37716,85,A
747,1011180036,55,CENTRAL PARK WEST,231733,100,A
748,1011190029,65,CENTRAL PARK WEST,182048,94,A
749,1011190036,2,WEST 67 STREET,126557,88,A
750,1011190050,50,WEST 67 STREET,74013,99,A
751,1011200011,33,WEST 67 STREET,66847,89,A
752,1011200017,17,WEST 67 STREET,61568,91,A
753,1011200057,60,WEST 68 STREET,61908,86,A
754,1011210045,26,WEST 69 STREET,27308,100,A
755,1011220022,19,WEST 69 STREET,42642,88,A
756,1011220029,91,CENTRAL PARK WEST,209355,92,A
757,1011220040,18,WEST 70 STREET,60300,86,A
758,1011230029,101,CENTRAL PARK WEST,384336,89,A
759,1011240021,17,WEST 71 STREET,71907,88,A
760,1011240062,58,WEST 72 STREET,25080,100,A
761,1011247501,40,WEST 72 STREET,136189,86,A
762,1011250009,37,WEST 72 STREET,80281,91,A
763,1011260029,135,CENTRAL PARK WEST,217281,90,A
764,1011280029,151,CENTRAL PARK WEST,124867,94,A
765,1011290039,6,WEST 77 STREET,176891,93,A
766,1011290045,20,WEST 77 STREET,58723,97,A
767,1011290050,40,WEST 77 STREET,162676,86,A
768,1011290055,44,WEST 77 STREET,118168,97,A
769,1011317502,124,WEST 60 STREET,612462,86,A
770,1011387502,1965,BROADWAY,475923,88,A
771,1011387503,155,WEST 66 STREET,132902,88,A
772,1011410039,120,WEST 70 STREET,66917,88,A
773,1011430001,171,WEST 71 STREET,130410,94,A
774,1011430020,133,WEST 71 STREET,30712,98,A
775,1011430024,119,WEST 71 STREET,55382,100,A
776,1011430027,115,WEST 71 STREET,36364,96,A
777,1011447501,105,WEST 72 STREET,56648,94,A
778,1011447502,260,COLUMBUS AVENUE,29741,95,A
779,1011450025,115,WEST 73 STREET,55012,89,A
780,1011450029,105,WEST 73 STREET,46621,99,A
781,1011450061,287,AMSTERDAM AVENUE,114150,85,A
782,1011477501,161,WEST 75 STREET,208965,100,A
783,1011480056,160,WEST 77 STREET,53427,89,A
784,1011500037,112,WEST 79 STREET,104238,97,A
785,1011500041,120,WEST 79 STREET,114696,99,A
786,1011500048,140,WEST 79 STREET,75240,97,A
787,1011500055,150,WEST 79 STREET,70080,92,A
788,1011500056,164,WEST 79 STREET,93100,97,A
789,1011507505,101,WEST 78 STREET,81865,100,A
790,1011560001,110,WEST END AVENUE,403200,94,A
791,1011620016,235,WEST 70 STREET,44975,93,A
792,1011627501,240,WEST END AVENUE,64023,89,A
793,1011630011,251,WEST 71 STREET,33600,86,A
794,1011630020,225,WEST 71 STREET,49150,92,A
795,1011630061,260,WEST END AVENUE,102571,86,A
796,1011650004,290,WEST END AVENUE,148845,86,A
797,1011657501,253,WEST 73 STREET,204634,91,A
798,1011660007,245,WEST 74 STREET,75312,88,A
799,1011660011,237,WEST 74 STREET,41280,99,A
800,1011660061,310,WEST END AVENUE,85836,96,A
801,1011660154,240,WEST 75 STREET,44351,97,A
802,1011670055,242,WEST 76 STREET,81560,96,A
803,1011670061,336,WEST END AVENUE,126811,87,A
804,1011677501,2138,BROADWAY,111600,89,A
805,1011677502,2148,BROADWAY,308707,92,A
806,1011677503,235,WEST 75 STREET,228147,98,A
807,1011690029,360,AMSTERDAM AVENUE,131476,100,A
808,1011700012,2200,BROADWAY,202586,93,A
809,1011700023,215,WEST 78 STREET,62403,87,A
810,1011710157,639,WEST 59 STREET,437396,100,A
811,1011717509,50,RIVERSIDE BOULEVARD,663895,97,A
812,1011820049,342,WEST 71 STREET,34312,94,A
813,1011827502,346,WEST 71 STREET,66381,100,A
814,1011830032,255,WEST END AVENUE,63495,88,A
815,1011830037,310,WEST 72 STREET,143554,100,A
816,1011830042,322,WEST 72 STREET,107376,96,A
817,1011840019,277,WEST END AVENUE,203479,100,A
818,1011840028,5,RIVERSIDE DRIVE,127782,100,A
819,1011840087,304,WEST 75 STREET,77310,88,A
820,1011850001,33,RIVERSIDE DRIVE,186100,87,A
821,1011850019,325,WEST END AVENUE,160203,92,A
822,1011850025,333,WEST END AVENUE,100772,86,A
823,1011850042,37,RIVERSIDE DRIVE,82662,85,A
824,1011860048,54,RIVERSIDE DRIVE,147001,86,A
825,1011860083,393,WEST END AVENUE,134183,99,A
826,1011860084,302,WEST 79 STREET,41800,87,A
827,1011950005,45,WEST 81 STREET,133229,87,A
828,1011950014,25,WEST 81 STREET,109896,85,A
829,1011950048,32,WEST 82 STREET,55120,100,A
830,1011960009,41,WEST 82 STREET,59824,94,A
831,1011960029,225,CENTRAL PARK WEST,245676,92,A
832,1011960052,46,WEST 83 STREET,56949,85,A
833,1011970052,40,WEST 84 STREET,36265,100,A
834,1011970113,41,WEST 83 STREET,46845,93,A
835,1011977501,20,WEST 84 STREET,55226,88,A
836,1011980029,241,CENTRAL PARK WEST,253749,90,A
837,1011990001,519,COLUMBUS AVENUE,47765,100,A
838,1011990040,10,WEST 86 STREET,66227,99,A
839,1011990061,531,COLUMBUS AVENUE,47765,100,A
840,1012000011,41,WEST 86 STREET,104893,85,A
841,1012000015,27,WEST 86 STREET,126045,91,A
842,1012000025,5,WEST 86 STREET,116021,85,A
843,1012000031,261,CENTRAL PARK WEST,238548,90,A
844,1012010023,7,WEST 87 STREET,35808,100,A
845,1012010029,271,CENTRAL PARK WEST,83743,96,A
846,1012010034,275,CENTRAL PARK WEST,248963,95,A
847,1012040001,621,COLUMBUS AVENUE,229410,88,A
848,1012060010,55,WEST 92 STREET,55535,87,A
849,1012060029,322,CENTRAL PARK WEST,120112,91,A
850,1012060032,325,CENTRAL PARK WEST,32725,94,A
851,1012067501,327,CENTRAL PARK WEST,133945,85,A
852,1012070015,37,WEST 93 STREET,53478,86,A
853,1012070016,31,WEST 93 STREET,47349,90,A
854,1012070029,333,CENTRAL PARK WEST,163032,93,A
855,1012080029,350,CENTRAL PARK WEST,323691,95,A
856,1012090037,12,WEST 96 STREET,127289,85,A
857,1012090053,50,WEST 96 STREET,108666,94,A
858,1012090109,55,WEST 95 STREET,61605,87,A
859,1012097502,360,CENTRAL PARK WEST,191009,100,A
860,1012100055,150,WEST 80 STREET,53111,91,A
861,1012137503,125,WEST 82 STREET,35959,100,A
862,1012140008,165,WEST 83 STREET,36512,86,A
863,1012150056,160,WEST 85 STREET,56023,90,A
864,1012160016,131,WEST 85 STREET,25090,93,A
865,1012160048,140,WEST 86 STREET,66614,94,A
866,1012160051,144,WEST 86 STREET,96546,88,A
867,1012160054,156,WEST 86 STREET,76302,99,A
868,1012160060,168,WEST 86 STREET,100042,94,A
869,1012167502,110,WEST 86 STREET,93004,87,A
870,1012170006,161,WEST 86 STREET,73397,100,A
871,1012170011,151,WEST 86 STREET,62155,99,A
872,1012170014,145,WEST 86 STREET,97476,88,A
873,1012170029,105,WEST 86 STREET,123217,92,A
874,1012170050,150,WEST 87 STREET,59175,91,A
875,1012170054,160,WEST 87 STREET,59408,88,A
876,1012170064,541,AMSTERDAM AVENUE,117216,99,A
877,1012207502,103,WEST 89 STREET,27389,89,A
878,1012220012,139,WEST 91 STREET,38264,95,A
879,1012220017,117,WEST 91 STREET,164019,95,A
880,1012220029,640,COLUMBUS AVENUE,81789,95,A
881,1012240023,123,WEST 93 STREET,107243,87,A
882,1012240029,100,WEST 94 STREET,199526,95,A
883,1012240038,110,WEST 94 STREET,52990,87,A
884,1012250001,701,AMSTERDAM AVENUE,323484,86,A
885,1012250023,109,WEST 94 STREET,44094,87,A
886,1012250029,700,COLUMBUS AVENUE,515953,90,A
887,1012250052,150,WEST 95 STREET,55404,100,A
888,1012260040,110,WEST 96 STREET,81030,94,A
889,1012267502,169,WEST 95 STREET,306605,100,A
890,1012270061,412,WEST END AVENUE,49840,92,A
891,1012277501,207,WEST 79 STREET,65523,100,A
892,1012280001,420,WEST END AVENUE,85942,97,A
893,1012287502,219,WEST 80 STREET,27772,93,A
894,1012290001,440,WEST END AVENUE,162075,92,A
895,1012290061,450,WEST END AVENUE,150285,97,A
896,1012297501,203,WEST 81 STREET,80629,91,A
897,1012297502,219,WEST 81 STREET,188874,100,A
898,1012300043,2290,BROADWAY,165452,100,A
899,1012300061,470,WEST END AVENUE,207126,93,A
900,1012310001,480,WEST END AVENUE,140076,99,A
901,1012320057,252,WEST 85 STREET,59119,96,A
902,1012330002,522,WEST END AVENUE,80328,89,A
903,1012337502,255,WEST 85 STREET,60115,94,A
904,1012340007,257,WEST 86 STREET,67142,100,A
905,1012350061,570,WEST END AVENUE,136843,96,A
906,1012360029,205,WEST 88 STREET,96058,87,A
907,1012360044,2412,BROADWAY,76627,96,A
908,1012360061,590,WEST END AVENUE,97685,91,A
909,1012370001,600,WEST END AVENUE,100977,88,A
910,1012387503,203,WEST 90 STREET,138815,93,A
911,1012390023,2460,BROADWAY,150033,86,A
912,1012397501,640,WEST END AVENUE,60804,88,A
913,1012397502,650,WEST END AVENUE,92402,96,A
914,1012400061,670,WEST END AVENUE,187098,89,A
915,1012407502,220,WEST 93 STREET,123497,89,A
916,1012410052,2511,BROADWAY,280809,90,A
917,1012440001,70,RIVERSIDE DRIVE,92976,91,A
918,1012440012,401,WEST END AVENUE,65522,99,A
919,1012440033,80,RIVERSIDE DRIVE,25639,91,A
920,1012440044,425,WEST END AVENUE,45774,88,A
921,1012440063,90,RIVERSIDE DRIVE,282295,96,A
922,1012440090,98,RIVERSIDE DRIVE,198375,86,A
923,1012450003,100,RIVERSIDE DRIVE,168982,88,A
924,1012450025,300,WEST 83 STREET,99435,97,A
925,1012450047,110,RIVERSIDE DRIVE,393876,98,A
926,1012450080,316,WEST 84 STREET,51450,96,A
927,1012460036,511,WEST END AVENUE,123411,85,A
928,1012467501,342,WEST 85 STREET,28436,100,A
929,1012470001,131,RIVERSIDE DRIVE,124208,100,A
930,1012470023,325,WEST 85 STREET,27592,100,A
931,1012470029,525,WEST END AVENUE,171655,92,A
932,1012470037,302,WEST 86 STREET,74817,87,A
933,1012470040,310,WEST 86 STREET,69094,100,A
934,1012470043,320,WEST 86 STREET,69148,100,A
935,1012470050,332,WEST 86 STREET,87573,93,A
936,1012470057,137,RIVERSIDE DRIVE,98373,100,A
937,1012477502,535,WEST END AVENUE,192701,93,A
938,1012480019,323,WEST 86 STREET,82655,96,A
939,1012480022,313,WEST 86 STREET,100137,96,A
940,1012490036,575,WEST END AVENUE,104942,99,A
941,1012490054,350,WEST 88 STREET,48327,96,A
942,1012500030,585,WEST END AVENUE,209113,87,A
943,1012500091,601,WEST END AVENUE,47354,90,A
944,1012507503,317,WEST 89 STREET,60480,87,A
945,1012510001,180,RIVERSIDE DRIVE,203436,88,A
946,1012510037,186,RIVERSIDE DRIVE,152016,93,A
947,1012510062,645,WEST END AVENUE,136062,92,A
948,1012520025,310,WEST 93 STREET,32490,98,A
949,1012520029,316,WEST 93 STREET,31614,86,A
950,1012520034,210,RIVERSIDE DRIVE,121313,94,A
951,1012520038,325,WEST 93 STREET,32928,85,A
952,1012520041,317,WEST 93 STREET,32067,96,A
953,1012520044,309,WEST 93 STREET,32067,96,A
954,1012520050,685,WEST END AVENUE,156303,90,A
955,1012520075,214,RIVERSIDE DRIVE,66754,88,A
956,1012530004,224,RIVERSIDE DRIVE,25270,96,A
957,1012530021,711,WEST END AVENUE,192000,99,A
958,1012530038,316,WEST 95 STREET,45150,94,A
959,1012530045,336,WEST 95 STREET,41000,100,A
960,1012590054,30,WEST 44 STREET,59429,85,A
961,1012597501,36,WEST 44 STREET,147145,87,A
962,1012600014,45,WEST 44 STREET,294000,100,A
963,1012600056,38,WEST 45 STREET,58935,85,A
964,1012600066,62,WEST 45 STREET,44063,100,A
965,1012610021,25,WEST 45 STREET,187567,89,A
966,1012610048,16,WEST 46 STREET,45300,97,A
967,1012620024,21,WEST 46 STREET,75008,88,A
968,1012620042,2,WEST 47 STREET,78230,100,A
969,1012620045,10,WEST 47 STREET,71738,100,A
970,1012630034,580,5 AVENUE,373005,87,A
971,1012630043,6,WEST 48 STREET,60500,89,A
972,1012700008,45,WEST 54 STREET,61584,92,A
973,1012710019,33,WEST 55 STREET,49484,100,A
974,1012710050,18,WEST 56TH STREET,100319,94,A
975,1012727503,730,5 AVENUE,346858,98,A
976,1012740057,24,CENTRAL PARK SOUTH,101278,93,A
977,1012747502,57,WEST 58 STREET,96137,96,A
978,1012747503,50,CENTRAL PARK SOUTH,328679,100,A
979,1012750044,50,EAST 41 STREET,62650,89,A
980,1012750050,295,MADISON AVENUE,301128,95,A
981,1012750059,292,MADISON AVENUE,170230,85,A
982,1012770008,5,EAST 42 STREET,304525,95,A
983,1012780014,340,MADISON AVENUE,558735,87,A
984,1012790009,7,EAST 44 STREET,110999,86,A
985,1012830017,400,MADISON AVENUE,146191,89,A
986,1012830064,6,EAST 48 STREET,45001,100,A
987,1012840021,413,MADISON AVENUE,228064,91,A
988,1012870021,477,MADISON AVENUE,262287,95,A
989,1012870028,41,EAST 51 STREET,360000,88,A
990,1012870052,485,MADISON AVENUE,244668,85,A
991,1012880011,500,MADISON AVENUE,230654,98,A
992,1012880027,57,EAST 52 STREET,1064223,86,A
993,1012890014,512,MADISON AVENUE,1015287,87,A
994,1012900006,3,EAST 54 STREET,283465,94,A
995,1012900014,19,EAST 54 STREET,25971,100,A
996,1012900044,66,EAST 55 STREET,135000,85,A
997,1012907502,2,EAST 55 STREET,323504,85,A
998,1012910010,550,MADISON AVENUE,685125,94,A
999,1012910021,551,MADISON AVENUE,125495,85,A
1000,1012910038,430,PARK AVENUE,233115,93,A
1001,1012920037,450,PARK AVENUE,296915,85,A
1002,1012920048,32,EAST 57 STREET,77511,93,A
1003,1012967502,150,EAST 42 STREET,1562144,90,A
1004,1012990033,708,3 AVENUE,359326,88,A
1005,1012990048,132,EAST 45 STREET,72000,94,A
1006,1012997501,447,LEXINGTON AVENUE,126498,97,A
1007,1013020021,501,LEXINGTON AVENUE,92501,100,A
1008,1013020051,509,LEXINGTON AVENUE,314568,87,A
